australian,austrian,belgian,brazilian,canadian,chilean,chinese,colombian,cuban,czech,danish,dutch,egyptian,english,ethiopian,filipino,finnish,french,georgian,german,greek,hungarian,indian,indonesian,iranian-persian,iraqi,italian,japanese,korean,laotian,lebanese,libyan,malaysian,mexican,moroccan,new-zealand,northeastern-united-states,norwegian,pakistani,palestinian,peruvian,polish,portuguese,puerto-rican,russian,saudi-arabian,scottish,south-african,southern-united-states,southwestern-united-states,spanish,swedish,swiss,thai,turkish,venezuelan,vietnamese,welsh
1.0,0.7291116645108324,0.7642927365617035,0.8107506561919986,0.8440290067005704,0.7555491285102057,0.5165350515973952,0.705507019456447,0.7096850579471223,0.7049245533479923,0.7230247572259931,0.7490954842313162,0.7660823878509557,0.8776660257099878,0.6212298360312705,0.6493807434096031,0.7262883300043175,0.8619578907781562,0.5870581489436091,0.7731779805581966,0.7791813029163365,0.7123972963205177,0.6095772793788543,0.6717453761977284,0.6836719148968041,0.7025924206805448,0.7787797953525237,0.517302463177889,0.44494183277880345,0.4705769446589005,0.7156906512368848,0.6254579148890897,0.5920519652587789,0.64166173992048,0.6810877329453415,0.8449058952056357,0.8195242334827577,0.7185400557748091,0.510262793313203,0.6587856110766183,0.6792522820376419,0.7435835672558624,0.8023655495079998,0.6762015626944851,0.7834968454624112,0.6793969694568672,0.721123177995509,0.7966301040051386,0.8010179741290083,0.6755539813676884,0.7798060578160995,0.7464168091507875,0.8106807696725865,0.5143794784950287,0.7877439742959724,0.7182581701723326,0.4931077952687451,0.7394583198385619
0.7291116645108324,1.0,0.8552090475643073,0.749963196751275,0.8760520309155508,0.6291463069347809,0.4581466239276588,0.6538002026158938,0.5624475194771035,0.9191194876950495,0.9226750609370352,0.9117348871701394,0.6470175463475117,0.8964155776700784,0.5325597326501583,0.6130478212900132,0.9079699282347768,0.8406529938399799,0.6437695517272445,0.9290868551460876,0.5921605090495917,0.8002685400052084,0.5751655884632817,0.5849314815737512,0.6772570887911842,0.6277926408886406,0.6043260210442105,0.49046475065606254,0.3507524030096124,0.3582796769600342,0.5981280055197743,0.4562893933906487,0.4871473891602764,0.560795432554284,0.5032749503001634,0.870121717516476,0.9089072098007086,0.9191560296404101,0.5022830428220464,0.5422302834839845,0.5115845532987959,0.8967490345575191,0.6815952184197787,0.5499546048418488,0.8575717387248413,0.5716975134152719,0.8942860484293839,0.8523594538747309,0.8464538665015222,0.5997153778825862,0.5712897589350904,0.9326878902855836,0.8686826226493444,0.3665904479295968,0.6901131872089181,0.6722942935691661,0.42275988723309005,0.8105624269125646
0.7642927365617035,0.8552090475643073,1.0,0.7605378293171166,0.876637516563472,0.6823245244627009,0.4426503574294482,0.688257150438807,0.6332512145315874,0.8196827711579505,0.8228150402846478,0.8851478674809208,0.6947683145367123,0.8846788773152047,0.5938285666227882,0.6389298943649869,0.8204093664802781,0.8976403038991833,0.6333614603684903,0.8801745555555656,0.6435491710342447,0.7753900275574507,0.6067282238106199,0.6178232502796042,0.6902243541724958,0.6540960955267806,0.6732105898864886,0.44857756570712604,0.34503061830221715,0.3567267437771713,0.6518510164090233,0.5176450724829388,0.5046824221693236,0.5862216368682327,0.5486724105958253,0.8057867226640447,0.8852661276957458,0.8321192268141617,0.520471495643764,0.593961338644896,0.588073189393302,0.8573670727413139,0.7496667050471757,0.5989451146420929,0.832998358905482,0.5890891946207837,0.8559040048048969,0.7995044953071745,0.8465435676999138,0.6343821594986476,0.6473864750799527,0.8482342904770005,0.8823100435706378,0.38934033324658035,0.7226238240036438,0.6825005022955637,0.4133097421240591,0.814022689921537
0.8107506561919986,0.749963196751275,0.7605378293171166,1.0,0.8415338952476902,0.8698150986836578,0.5718220787639507,0.8315001265230756,0.831897235477517,0.7330047173976104,0.7405644783295456,0.7400496420630645,0.8474669704349976,0.8098364967957186,0.6893751826965981,0.7657652997645005,0.7468132912269577,0.8510618949198341,0.6472489522282457,0.8119028532967917,0.7719638095526393,0.7745464607783566,0.7446864810524149,0.7738141962367294,0.78748680020851,0.789022513136823,0.7912546307139162,0.5682673412769592,0.47699496567326277,0.5619044567047893,0.8025832464670132,0.7151167909178625,0.7007342163276457,0.7755515528330486,0.7330139852663592,0.7656635052953485,0.8349122043671152,0.7232508656388623,0.6342223931689729,0.7610068428645209,0.7890357888628454,0.773950631326659,0.8782724669178634,0.8024061560991893,0.8175573990943809,0.7641304683396093,0.686605352704,0.8454550459460379,0.8478452936720932,0.7907327790990032,0.8262607658877996,0.7564211952758697,0.7848988137494343,0.5998606986861528,0.8483448560752649,0.8459987912326277,0.6138338271235619,0.6460654142892611
0.8440290067005704,0.8760520309155508,0.876637516563472,0.8415338952476902,1.0,0.7597917262855631,0.5568171705113637,0.7700502167189338,0.7026521675781441,0.8549271691546424,0.8881910163810757,0.89991988045262,0.7622565002480285,0.9302332616722724,0.6573739825694328,0.7105487822082345,0.8863158429182149,0.9071506804906868,0.6790162332692674,0.9222110414248805,0.7288985641480511,0.8114887351480189,0.6773464917059292,0.7010398101812726,0.7595910080547228,0.7303525531236816,0.7579793423820921,0.5503031291118006,0.45214267606575304,0.4508572181057863,0.7351183008744632,0.5973032882515419,0.5857275584509641,0.6933820187646519,0.6316181290807298,0.8792449676762587,0.9728798556563137,0.8767400038783406,0.575735944131573,0.6787654681913703,0.6605755496573386,0.8899612570033454,0.7998235983320882,0.6751929512023321,0.8922962477459994,0.6706769461754579,0.8738563350254716,0.8883580478270882,0.9472619218928879,0.7490136134072294,0.7097598635155087,0.896721654826055,0.8927349829463754,0.4852958673736379,0.8019415274058209,0.7458944283389985,0.49625152236459463,0.8170254267485153
0.7555491285102057,0.6291463069347809,0.6823245244627009,0.8698150986836578,0.7597917262855631,1.0,0.5283786162524446,0.8226819054507607,0.8552821164497595,0.615303951510417,0.5988903131733323,0.6235299170893125,0.8573722696766725,0.7098758656801671,0.6877521479935477,0.7081668868753727,0.6010086142284962,0.7874257067442056,0.5899978110489572,0.7096286697001176,0.7872746656997719,0.7508323887693686,0.732169255007633,0.7242552110543098,0.7734797183131888,0.7890518964122268,0.7833599675867738,0.49993648087067943,0.44002919406068897,0.5291566946698059,0.8157203595977346,0.7346053096288185,0.636717289146156,0.8095173624315196,0.7800621009319891,0.625951871055189,0.736924006933046,0.5749724125699809,0.6332626201772942,0.7620329257640305,0.8422330993655146,0.6952546497643719,0.8668336913833723,0.7901957280272799,0.7709612512167444,0.7284953353687258,0.5684340845576075,0.736935718920697,0.7729662101560772,0.8204125859715186,0.8603577239326055,0.6167632347651056,0.696082401890093,0.570264175840717,0.8447551933853099,0.8323770433245573,0.5654396633781548,0.5635584714078095
0.5165350515973952,0.4581466239276588,0.4426503574294482,0.5718220787639507,0.5568171705113637,0.5283786162524446,1.0,0.5634288507292178,0.49030076637108655,0.4534362251820157,0.47908460420465954,0.4472500731101451,0.5086341258003919,0.4717194747103247,0.4727382325332643,0.7862522864846804,0.45944935025463796,0.5085264751913017,0.3952483460283708,0.5124791141872116,0.43651257529233967,0.4737069682542957,0.5343154486874571,0.7312876033502396,0.4951637015259,0.5067023086900112,0.4557509804943834,0.8517400563578565,0.8426058817945685,0.6033100990487744,0.4899102430069434,0.41363615252513525,0.6988783181798697,0.48191620049091966,0.4300546917716984,0.46643144162312666,0.5324150167053655,0.4413644359492799,0.4592776458294642,0.4493825972742593,0.5308922273732996,0.4854323779754455,0.5119850365158439,0.502680960791683,0.5219225178781987,0.48267270138690344,0.408717522099235,0.5561579740120578,0.560122085243583,0.5019986972774295,0.47550469895513287,0.4680541829327883,0.4890051694356794,0.7043707370426813,0.4985528011779684,0.5257114183792037,0.699237773262326,0.3567677311793322
0.705507019456447,0.6538002026158938,0.688257150438807,0.8315001265230756,0.7700502167189338,0.8226819054507607,0.5634288507292178,1.0,0.7458057603788079,0.6685937939405345,0.6683311445687508,0.672866140759102,0.7938587855510233,0.7125701538753108,0.6517747072981486,0.6999810544017662,0.67763290404468,0.7520131009067536,0.6061158893302561,0.7322143240827799,0.6865414567309783,0.7115514583717909,0.7394882275753831,0.6990858878628399,0.7450890644688073,0.7625396215423549,0.6688926721483308,0.5301255520472586,0.4650210953835861,0.5343489096880317,0.7586813184898845,0.6703860078011447,0.6327058712580649,0.7686526596165348,0.6866240502424132,0.6562353020425556,0.7526411516179046,0.6425782168750435,0.6535328932553388,0.7256032041790714,0.7858175847506064,0.7223003573274763,0.7864685784481734,0.7533660427701764,0.7533820940195137,0.7196400781004119,0.6139692588325671,0.7618520551155102,0.7750880142715577,0.771189453921031,0.7226289481770791,0.6782327717771498,0.7113876635549491,0.5408499920009384,0.8005609258964401,0.7951662149165725,0.5526819487303379,0.6025557444244253
0.7096850579471223,0.5624475194771035,0.6332512145315874,0.831897235477517,0.7026521675781441,0.8552821164497595,0.49030076637108655,0.7458057603788079,1.0,0.5336037086271708,0.5173782270246541,0.5454790130471572,0.8403103170159584,0.62391586381041,0.6990923203957428,0.6733301553788857,0.5213319799117497,0.7542810098099236,0.536304939210273,0.6326339804366428,0.7826574874881375,0.6931744416966139,0.7039408594666902,0.7149453828966384,0.7524203483762743,0.7304160480229044,0.7839793394882995,0.4588422969080929,0.43791002979189675,0.5009322852211513,0.8204847943902845,0.7611645355019832,0.6278137230909812,0.7918255410187306,0.8045667125046225,0.5591221227179821,0.6759218115957762,0.5015621371914528,0.5958789891067691,0.7630011850743114,0.809666928109696,0.6184137477458405,0.8655781665024226,0.8636890496823997,0.6921777241039582,0.6889816522263682,0.49855799688773633,0.6822899632365055,0.729881054027021,0.8155874273577772,0.8601557066365968,0.5471126751138193,0.6386674779783048,0.5478729174261835,0.813164116056883,0.7346363165827408,0.5402781368808619,0.4440533801924883
0.7049245533479923,0.9191194876950495,0.8196827711579505,0.7330047173976104,0.8549271691546424,0.615303951510417,0.4534362251820157,0.6685937939405345,0.5336037086271708,1.0,0.9182817050702525,0.9139089463039891,0.612713648993477,0.8735121648569302,0.5128757530649023,0.6128539819448494,0.9144094842779225,0.7979621323703603,0.640492944476722,0.9321023781356614,0.5604077167268173,0.8196490814184773,0.5560840370745843,0.5601118661989765,0.6324659435357685,0.6098111281026353,0.5777306871308552,0.48171866554258147,0.3381261281803914,0.3573388482985268,0.5522189466832668,0.4354749309842335,0.48174855122950455,0.5575031197986534,0.44222048022424537,0.8671390550172838,0.8983203257187956,0.9306346016940762,0.494464559976842,0.5192884710512234,0.4976064245998317,0.925887965885265,0.6536191864505129,0.5359836799341624,0.8533503835802935,0.5677201135275387,0.8690626864391162,0.8389039111904,0.8361132527645846,0.5960694340589955,0.535434947975064,0.9342638733110854,0.8476513004752657,0.3456164336299195,0.6589824169446087,0.6684328144852898,0.3945951750491595,0.8233809992984583
0.7230247572259931,0.9226750609370352,0.8228150402846478,0.7405644783295456,0.8881910163810757,0.5988903131733323,0.47908460420465954,0.6683311445687508,0.5173782270246541,0.9182817050702525,1.0,0.9272843068195111,0.6131470015230408,0.9047564266877818,0.5022631711485404,0.6165992610302243,0.9542321683472991,0.8161182874185096,0.6488115533321228,0.9314374111189857,0.5647794763276393,0.7360741523694508,0.5484603952160821,0.5575075878769458,0.6476779886103706,0.6133477410020525,0.5699742388634537,0.516614978270541,0.3562960970265745,0.382090662670647,0.555266790041319,0.4318567007311073,0.48878670727239776,0.5233656674762461,0.4373016710427102,0.9021137992848841,0.9208025450843086,0.9612409499257062,0.4736576123705483,0.5298555396085598,0.4684710006642557,0.8835168421497179,0.649661994467695,0.530761745575107,0.8304922023742971,0.5888476230305901,0.9144948935283057,0.8672203014145394,0.8468815825257938,0.5694218104136748,0.5187851244458158,0.9659002449788383,0.8635966219792004,0.3588973877038318,0.6636922300546145,0.6538140962640454,0.43496104068352476,0.8167930235068568
0.7490954842313162,0.9117348871701394,0.8851478674809208,0.7400496420630645,0.89991988045262,0.6235299170893125,0.4472500731101451,0.672866140759102,0.5454790130471572,0.9139089463039891,0.9272843068195111,1.0,0.6413204002392794,0.9251800837684874,0.5558435290778413,0.6174155820540821,0.9237108529969653,0.8256313099893042,0.6415199044563227,0.9385577905055627,0.5716618706721508,0.762987787107051,0.5821405618364117,0.5730787056454395,0.6667504788276265,0.6241030288946761,0.5802981267280921,0.4765112990334568,0.33523098381370403,0.34684658989648126,0.5733861847459001,0.4485054896126442,0.48267152642259875,0.5455803284519709,0.47836639047030133,0.8987286355126216,0.929499165048445,0.9312220216408291,0.5035469618170312,0.5264461509570192,0.49695345320771667,0.9081936599524711,0.6597384171908518,0.534202989689719,0.8402940425687648,0.5885260320996686,0.9152709783428508,0.8711481517907564,0.8638617391517954,0.6012169014803418,0.535152503670121,0.9513176275594222,0.8860995162129802,0.34823156432726116,0.6701325134522157,0.6694779698689358,0.38858613045288987,0.8666016967667708
0.7660823878509557,0.6470175463475117,0.6947683145367123,0.8474669704349976,0.7622565002480285,0.8573722696766725,0.5086341258003919,0.7938587855510233,0.8403103170159584,0.612713648993477,0.6131470015230408,0.6413204002392794,1.0,0.7082914991718946,0.7595037165278311,0.7120105065946828,0.6142804428859208,0.7875109751599912,0.6000194142149273,0.7183030200384318,0.8069282797700794,0.7630689226358291,0.8035618124942551,0.7630816191554207,0.8619389268936297,0.8864873096319764,0.7658339915094021,0.49357627621125477,0.42947210768535243,0.5163398586690777,0.898402877672364,0.8282429048915688,0.6743272931472872,0.7737480767311691,0.8552311995555443,0.6321538861105748,0.7400587929772463,0.5802183851667696,0.7099757181938403,0.8361780196684166,0.7951205996019605,0.7121671667760358,0.8690172534212037,0.7876623727588281,0.7637375216137885,0.8224233689873686,0.5774229607472815,0.773872517261852,0.7734356199183836,0.7901516268340288,0.8423885630941761,0.6356484048403791,0.7116602294261127,0.5124011838101536,0.9013446195386944,0.7999194252684521,0.5161867122932204,0.5523167443034346
0.8776660257099878,0.8964155776700784,0.8846788773152047,0.8098364967957186,0.9302332616722724,0.7098758656801671,0.4717194747103247,0.7125701538753108,0.62391586381041,0.8735121648569302,0.9047564266877818,0.9251800837684874,0.7082914991718946,1.0,0.5948986142490144,0.6359727746503747,0.9130268371264026,0.8999557074138141,0.6524747032145174,0.9187108828542547,0.6775673667572428,0.7665895369102645,0.6051104237244184,0.6157569713081774,0.6988045432219172,0.6710266243926882,0.6858637773966658,0.5010986688566046,0.36731775729983446,0.38680734664809924,0.6445861087204056,0.5316898979193646,0.5254112541692821,0.6013733799140952,0.577870571740779,0.9273139199011318,0.9451478816586921,0.9055396828810279,0.5076089595120294,0.5954604241352911,0.5802746545169055,0.8740191367258627,0.7542885877489145,0.6082548115999896,0.8664918388953401,0.646560166255933,0.9101402460241523,0.885602383843266,0.8915251922263101,0.6514664346605141,0.6603792121489843,0.9230339681221374,0.9021345681893658,0.4064680361946704,0.7466996303042301,0.7087371149885906,0.44004219085171903,0.88475655690049
0.6212298360312705,0.5325597326501583,0.5938285666227882,0.6893751826965981,0.6573739825694328,0.6877521479935477,0.4727382325332643,0.6517747072981486,0.6990923203957428,0.5128757530649023,0.5022631711485404,0.5558435290778413,0.7595037165278311,0.5948986142490144,1.0,0.6347126855134948,0.5338398329403872,0.6580011613041079,0.491088419363846,0.5946187712528147,0.6420164376841699,0.6637909994659611,0.7819577994818206,0.71147877356324,0.7462962936376968,0.7357986082855115,0.6298436341771066,0.43173962284185063,0.3925982546587048,0.4656146544285156,0.7592905592846404,0.6947283289403605,0.6529892067157178,0.640746216743747,0.7530252666516611,0.49863338516440986,0.6369362429283983,0.47847324094025734,0.6629879991003785,0.6830442089876017,0.6990678770670914,0.5991244409148392,0.737396081783068,0.6607723339250458,0.6497929013392943,0.7278125461262086,0.5056136544115558,0.6763174709732346,0.6621637430923879,0.6642465210929382,0.6788336755827583,0.539168274804668,0.5952247468396146,0.487423345983542,0.7434119057677228,0.6159911678114963,0.4848266471041179,0.4517963205248114
0.6493807434096031,0.6130478212900132,0.6389298943649869,0.7657652997645005,0.7105487822082345,0.7081668868753727,0.7862522864846804,0.6999810544017662,0.6733301553788857,0.6128539819448494,0.6165992610302243,0.6174155820540821,0.7120105065946828,0.6359727746503747,0.6347126855134948,1.0,0.6088482976746079,0.6727396434523065,0.5153220800733498,0.6989765535551901,0.5733005787744326,0.6871817263369314,0.6958024610984551,0.829980774449839,0.6943869756586389,0.709319238620855,0.5981641887330554,0.759056940934437,0.6938981196112811,0.6552667347081281,0.6540240759029236,0.5741080567712331,0.770593064887208,0.6324680417999576,0.5536430061912698,0.601633249784276,0.7000727898596626,0.5627617989482574,0.6074346977802533,0.6042092047801824,0.6727850312753598,0.7011457903417195,0.7060482171886021,0.6819526266102627,0.714822995479681,0.6722341738478983,0.5455845182824555,0.7298722352047167,0.7193107105023788,0.6450483580571,0.6299454429799359,0.6115216912155146,0.6472298839528302,0.6919384857312831,0.6656496110995628,0.7188834380261203,0.7124192411326749,0.4774025972978912
0.7262883300043175,0.9079699282347768,0.8204093664802781,0.7468132912269577,0.8863158429182149,0.6010086142284962,0.45944935025463796,0.67763290404468,0.5213319799117497,0.9144094842779225,0.9542321683472991,0.9237108529969653,0.6142804428859208,0.9130268371264026,0.5338398329403872,0.6088482976746079,1.0,0.8114989355336888,0.6574523804722415,0.9229093388169068,0.5590584389347112,0.7342441280334563,0.5710747151815151,0.565029880331828,0.652683638936473,0.611238972708576,0.5723635238535826,0.5015624602191662,0.3466773462037929,0.3666815361765446,0.5651611913001431,0.44983092970318395,0.48468840918189743,0.5296728937623072,0.4479899989769035,0.8806192468318439,0.9155976526143559,0.9477969961345155,0.48955614635826145,0.5340458269686871,0.477468207339194,0.8819776044083774,0.6522209901455989,0.5263112372665036,0.8492661706807701,0.5991372575622702,0.896673997194639,0.8653514182828471,0.8443225032927311,0.5753617597084696,0.5107479418482213,0.9647245317168336,0.8532904600550036,0.35201582092022904,0.6663707543581578,0.645980858026034,0.4209739287871554,0.8274568541604086
0.8619578907781562,0.8406529938399799,0.8976403038991833,0.8510618949198341,0.9071506804906868,0.7874257067442056,0.5085264751913017,0.7520131009067536,0.7542810098099236,0.7979621323703603,0.8161182874185096,0.8256313099893042,0.7875109751599912,0.8999557074138141,0.6580011613041079,0.6727396434523065,0.8114989355336888,1.0,0.6402698384763859,0.8674507893058282,0.7946170394157165,0.7962328262203597,0.6476725611097489,0.6770186120414577,0.7487816508723301,0.7245043354937801,0.8364344837037494,0.5087381162285929,0.4099699266745998,0.440771328610811,0.7703476053380754,0.64398498922535,0.5769416026995832,0.6647791924904659,0.6808725201183821,0.8171929739731341,0.9010083274440408,0.8146194316756241,0.5450567404739444,0.7211791314027687,0.694626628051301,0.8314098461488688,0.8752336664340803,0.7126402083494497,0.858354957365702,0.6870555651535529,0.8177777400940841,0.8288476915790451,0.8806444004965263,0.7068636318735732,0.8119731708311269,0.8348329111096707,0.9116390084937375,0.46880216203056546,0.8409758742404739,0.7514863350341178,0.5019098141415683,0.7690658497288715
0.5870581489436091,0.6437695517272445,0.6333614603684903,0.6472489522282457,0.6790162332692674,0.5899978110489572,0.3952483460283708,0.6061158893302561,0.536304939210273,0.640492944476722,0.6488115533321228,0.6415199044563227,0.6000194142149273,0.6524747032145174,0.491088419363846,0.5153220800733498,0.6574523804722415,0.6402698384763859,1.0,0.6691966895976578,0.566631243769827,0.602920452485934,0.5375659331344836,0.5358707920348366,0.6224622071615096,0.5799609398657353,0.5313518167303322,0.3740370151386794,0.3048996284992458,0.3463674599588205,0.591589977015516,0.4551491754716824,0.4398637732323792,0.5364122886728622,0.4747337514431424,0.6066848510863171,0.6862116860083554,0.646006518217358,0.4689532465685621,0.5297319519820335,0.5361087477223022,0.6695198406172413,0.6072151634814801,0.5131390174107828,0.6894388560147388,0.49692207356811535,0.6020984897636995,0.6444839505533521,0.66732846546853,0.5630318895809241,0.521892659828508,0.6695346151553351,0.6436396562397511,0.36582087527646473,0.637205450122877,0.592947066800656,0.3795089405620784,0.5991958483488833
